name;address;description_short;description_long;website;image_url
 Sammy's Food Services and Deli ; 3000 Elysian Fields Ave New Orleans, LA 70122;    (504) 947-0675      http://sammysfood.com/       ;;  http://sammysfood.com/ ;https://www.flavortownusa.com/photos/2022/4/6/061c2cab-9503-4ff5-adf9-131ce50064eb.png?width=300,https://www.flavortownusa.com/photos/2022/4/6/39ebcdd0-b5b2-4208-b90a-a0411eea4dec.png?width=300
 Tortilleria Nixtamal CLOSED ; 104-05 47th Ave Corona, NY 11368;    (718) 699-2434      nixtamal@tortillerianixtamal.com      http://www.tortillerianixtamal.com/       Facebook      Twitter    ;;  http://www.tortillerianixtamal.com/ ;
 The Sparrow Tavern ; 24-01 29th Street New York, NY 11102;    (718) 606-2260      info@thesparrowtavern.com      http://www.thesparrowtavern.com/       Facebook    ;;  http://www.thesparrowtavern.com/ ;
 The Pit Stop ; 1706 Sunrise Hwy Merrick, NY 11566;    (516) 223-7799      http://www.pitstopeats.com/       Facebook    ;;  http://www.pitstopeats.com/ ;
 Hildebrandts ; 84 Hillside Ave Williston Park, NY 11596;    (516) 741-0608      http://www.hildebrandtsrestaurant.com/       Facebook    ;;  http://www.hildebrandtsrestaurant.com/ ;https://www.flavortownusa.com/photos/2022/4/2/1ed38d5e-e731-4eeb-b192-4890e8f2cb56.jpeg?width=300,https://www.flavortownusa.com/photos/2022/4/2/7efbd6c7-e2ec-4bd7-9fb5-fe4ef2538edf.jpeg?width=300
 Bens Best Kosher Deli CLOSED ; 96-40 Queens Blvd. Rego Park, NY;    (718) 897-1700      BensBest@gmail.com      http://www.bensbest.com/       Facebook      Twitter    ;;  http://www.bensbest.com/ ;
 Mahonys PO Boy Shop ; 3454 Magazine Street New Orleans, LA 70115;    (504) 899-3374      http://www.mahonyspoboys.com/       Facebook      Twitter    ;;  http://www.mahonyspoboys.com/ ;
 Louie and the Red Head Lady ; 2820 East Causeway Approach Mandeville, La 70448;    (985) 626-6044      http://www.louieandtheredheadlady.com/       Facebook    ;;  http://www.louieandtheredheadlady.com/ ;
 L. A. Pines Cafe CLOSED ; 1061 Robert Blvd Slidell, LA 70458;    985-641-6196      http://lapinescafe.com/       Facebook    ;;  http://lapinescafe.com/ ;https://www.flavortownusa.com/photos/2021/1/24/44c3b419-1bf1-47c2-aa69-d112fea63d32.jpg?width=300,https://www.flavortownusa.com/photos/2021/1/24/12389f25-eaf0-4ccd-8575-bd85fd888a0e.jpg?width=300,https://www.flavortownusa.com/photos/2021/1/24/3b23ee3b-a032-4162-8dfe-2a9d7b9debb0.jpg?width=300
 Worth Our Weight CLOSED ; 1021 Hahman Drive Santa Rosa, CA 95405;    (707) 544-1200      http://www.worthourweight.com/       Facebook    ;;  http://www.worthourweight.com/ ;
 Gatsby's Diner CLOSED ; 2598 Alta Arden Expy Sacramento, CA 95825;    (916) 977-0102      http://www.gatsbysdiner.com/       Facebook    ;;  http://www.gatsbysdiner.com/ ;
 Dad's Kitchen ; 2968 Freeport Blvd Sacramento, CA 95818;    (916) 447-3237      info@ilovedadskitchen.com      http://www.ilovedadskitchen.com       Facebook      Twitter    ;;  http://www.ilovedadskitchen.com ;
 Merritt Canteen ; 4355 Main Street Bridgeport, CT 06606;    (203) 372-1416      http://www.merrittcanteen.com/       Facebook      Twitter    ;;  http://www.merrittcanteen.com/ ;
 Waddell's Neighborhood Pub ; 4318 S Regal Street Spokane, WA 99223;    (509) 443-6500      d.brice@comcast.net      http://www.waddellspubandgrill.com/       ;;  http://www.waddellspubandgrill.com/ ;https://www.flavortownusa.com/photos/2013/10/25/81268390-193c-4f33-b52a-18a6b807c467.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/94c65f05-8e30-4fc9-8085-702049f18b51.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/36d595e0-1a8f-468a-b48e-19a85e32d095.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/cb38c16e-8df1-4bd4-b88b-e717980e72f7.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/81268390-193c-4f33-b52a-18a6b807c467.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/94c65f05-8e30-4fc9-8085-702049f18b51.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/36d595e0-1a8f-468a-b48e-19a85e32d095.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/cb38c16e-8df1-4bd4-b88b-e717980e72f7.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/81268390-193c-4f33-b52a-18a6b807c467.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/94c65f05-8e30-4fc9-8085-702049f18b51.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/36d595e0-1a8f-468a-b48e-19a85e32d095.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/3/cb38c16e-8df1-4bd4-b88b-e717980e72f7.jpg?width=300
 The Pineville Tavern ; 413 Pineville Road New Hope, PA 18938;    (215) 598-3890      info@pinevilletavern.com      http://www.pinevilletavern.com/       Facebook      Twitter    ;;  http://www.pinevilletavern.com/ ;https://www.flavortownusa.com/photos/2022/8/17/208433fe-da59-43c1-8a8e-b8c81056c4dd.png?width=300,https://www.flavortownusa.com/photos/2022/8/17/6c7f680e-1663-4780-8233-8ab3c926859e.png?width=300
 Quahog's Seafood Shack ; 206 97th Street Stone Harbor, NJ 08247;    (609) 368-6300      http://www.quahogsshack.com/       Facebook    ;;  http://www.quahogsshack.com/ ;
 Putah Creek Cafe ; 210 Railroad Ave Winters, CA 95694;    (530) 795-2682      http://www2.buckhornsteakhouse.com/item.asp?id=3       Facebook      Twitter    ;;  http://www2.buckhornsteakhouse.com/item.asp?id=3 ;
 Picabu Neighborhood Bistro CLOSED ; 901 W 14th Ave Spokane, WA 99203;    (509) 624-2464      picabu509@hotmail.com      http://www.picabu-bistro.com/       Facebook    ;;  http://www.picabu-bistro.com/ ;https://www.flavortownusa.com/photos/2018/11/12/a0303575-bffb-44aa-9d71-00ced0cc87b4.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/cd2d7b9c-b25a-447f-a83f-2805df61b72e.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/6535aa4d-8435-484d-b0c5-70011ec1ee6e.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/f51ad1e9-090b-4757-bba5-5f6a2da6ccc9.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/f11871dd-2d0d-4f54-90e5-23c3aaff2b4a.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/b0d02256-7192-48a8-a036-604f323e3997.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/e5875d8a-28a6-4ef9-96ab-018cd60168a3.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/a0303575-bffb-44aa-9d71-00ced0cc87b4.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/cd2d7b9c-b25a-447f-a83f-2805df61b72e.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/6535aa4d-8435-484d-b0c5-70011ec1ee6e.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/f51ad1e9-090b-4757-bba5-5f6a2da6ccc9.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/f11871dd-2d0d-4f54-90e5-23c3aaff2b4a.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/b0d02256-7192-48a8-a036-604f323e3997.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/e5875d8a-28a6-4ef9-96ab-018cd60168a3.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/a0303575-bffb-44aa-9d71-00ced0cc87b4.jpg?width=300
 Memphis Taproom CLOSED ; 2331 E Cumberland Street Philadelphia, PA 19125;    (215) 425-4460      info@memphistaproom.com      http://www.memphistaproom.com/       Facebook      Instagram      Twitter    ;;  http://www.memphistaproom.com/ ;https://www.flavortownusa.com/photos/2022/4/6/4aec35c7-5618-450b-9876-0df8d5ef54cc.png?width=300,https://www.flavortownusa.com/photos/2022/4/6/761f836c-8eb0-4761-ab96-28ae64d75884.png?width=300
 Jimmy's Down The Street Cafe ; 1613 E Sherman Ave Coeur d'Alene, ID 83814;    (208) 765-3868      ContactUs@jimmysdownthestreet.com      http://www.jimmysdownthestreet.com/       ;;  http://www.jimmysdownthestreet.com/ ;https://www.flavortownusa.com/photos/2014/8/4/581e5ce6-ecfe-4a08-9dac-5af3171758c7.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/2ae0247c-d3ac-4fcc-8ffd-60f7caed0e3a.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/68dc26b7-cb9a-4700-80b7-b94c66085b8b.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/338ab88c-b616-4012-bf28-5107ad32123d.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/24/8a7a4cbe-6acc-40cf-83f4-d8876b3603be.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/581e5ce6-ecfe-4a08-9dac-5af3171758c7.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/2ae0247c-d3ac-4fcc-8ffd-60f7caed0e3a.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/68dc26b7-cb9a-4700-80b7-b94c66085b8b.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/338ab88c-b616-4012-bf28-5107ad32123d.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/24/8a7a4cbe-6acc-40cf-83f4-d8876b3603be.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/581e5ce6-ecfe-4a08-9dac-5af3171758c7.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/2ae0247c-d3ac-4fcc-8ffd-60f7caed0e3a.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/68dc26b7-cb9a-4700-80b7-b94c66085b8b.jpg?width=300
 Honey's Sit 'n Eat ; 800 N 4th Street Philadelphia, PA 19123;    (215) 925-1150      http://www.honeys-restaurant.com/       Facebook    ;;  http://www.honeys-restaurant.com/ ;
 Hills' Restaurant and Lounge CLOSED ; 401 W Main Ave Spokane, WA 99201;    (509) 747-3946      goodfoodandbeer@gmail.com      http://www.hillsrestaurantandlounge.com/       Facebook    ;;  http://www.hillsrestaurantandlounge.com/ ;https://www.flavortownusa.com/photos/2016/9/5/f1428c25-449b-4cc7-b7a6-7e908a4f0472.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/b121fee7-85b4-431d-9889-7fc223816515.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/bbf053ff-e147-4d76-a9c0-f7e8bf928f7f.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/8be4c985-c93c-4976-a296-1f0cdfbc4d19.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/f1428c25-449b-4cc7-b7a6-7e908a4f0472.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/b121fee7-85b4-431d-9889-7fc223816515.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/bbf053ff-e147-4d76-a9c0-f7e8bf928f7f.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/8be4c985-c93c-4976-a296-1f0cdfbc4d19.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/f1428c25-449b-4cc7-b7a6-7e908a4f0472.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/b121fee7-85b4-431d-9889-7fc223816515.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/bbf053ff-e147-4d76-a9c0-f7e8bf928f7f.jpg?width=300,https://www.flavortownusa.com/photos/2016/9/5/8be4c985-c93c-4976-a296-1f0cdfbc4d19.jpg?width=300
 Good Dog Bar ; 224 S 15th Street Philadelphia, PA 19102;    (215) 985-9600      info@gooddogbar.com      http://www.gooddogbar.com/       Facebook      Twitter    ;;  http://www.gooddogbar.com/ ;
 George's Place ; 301 Beach Ave Cape May, NJ 08204;    (609) 884-6088      http://www.yelp.com/biz/georges-place-cape-may       ;;  http://www.yelp.com/biz/georges-place-cape-may ;
 Chaps Coffee Co ; 4235 S Cheney Spokane Road Spokane, WA 99224;    (509) 624-4182      http://www.chapsgirl.com/       Facebook    ;;  http://www.chapsgirl.com/ ;https://www.flavortownusa.com/photos/2013/10/25/be21d4e3-a364-4f20-b8ec-a280dd13d721.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/8e4b625e-5c37-476a-9ccf-1cbe565f653e.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2fabae5f-a67d-47a5-981d-9c5114cc489a.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2e084576-6d56-41be-83d1-d40590d089c8.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/be21d4e3-a364-4f20-b8ec-a280dd13d721.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/8e4b625e-5c37-476a-9ccf-1cbe565f653e.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2fabae5f-a67d-47a5-981d-9c5114cc489a.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2e084576-6d56-41be-83d1-d40590d089c8.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/25/be21d4e3-a364-4f20-b8ec-a280dd13d721.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/8e4b625e-5c37-476a-9ccf-1cbe565f653e.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2fabae5f-a67d-47a5-981d-9c5114cc489a.jpg?width=300,https://www.flavortownusa.com/photos/2018/8/21/2e084576-6d56-41be-83d1-d40590d089c8.jpg?width=300
 Capone's Pub and Grill ; 751 N 4th Street Coeur d'Alene, ID 83814;    (208) 667-4843      http://caponespub.com/       Facebook    ;;  http://caponespub.com/ ;https://www.flavortownusa.com/photos/2014/8/4/345efb0d-98cf-46aa-8d7d-629bead22728.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/1bae1b2e-3325-4755-8bdd-6d5eb5dc9284.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/99862c0e-f21b-424e-bdb2-a706bbe31e01.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/61882551-6bf5-4bd9-9dbe-0eb815331dc1.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/24/7e688358-10fb-4248-baff-59b608f587a2.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/02611ef0-81b6-4e7c-b353-9b541343d5bf.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/345efb0d-98cf-46aa-8d7d-629bead22728.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/1bae1b2e-3325-4755-8bdd-6d5eb5dc9284.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/99862c0e-f21b-424e-bdb2-a706bbe31e01.jpg?width=300,https://www.flavortownusa.com/photos/2018/11/12/61882551-6bf5-4bd9-9dbe-0eb815331dc1.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/24/7e688358-10fb-4248-baff-59b608f587a2.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/02611ef0-81b6-4e7c-b353-9b541343d5bf.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/345efb0d-98cf-46aa-8d7d-629bead22728.jpg?width=300,https://www.flavortownusa.com/photos/2014/8/4/1bae1b2e-3325-4755-8bdd-6d5eb5dc9284.jpg?width=300
 10th Ave Burrito Co ; 817 Belmar Plaza Belmar, NJ 07719;    (732) 280-1515      http://www.tenthaveburrito.com/       Facebook      Twitter    ;;  http://www.tenthaveburrito.com/ ;
 General Store and Post Office Tavern CLOSED ; 6 Post Office Road Silver Spring, MD 20910;    (301) 562-8787       ;;  (301) 562-8787 ;
 Corey's Catsup and Mustard CLOSED ; 623 Main Street Manchester, CT 06040;    860-432-7755      info@catsupandmustard.com      http://www.catsupandmustard.com       Facebook    ;;  http://www.catsupandmustard.com ;
 Anchor Bar and Grill ; 413 Tower Ave Superior, WI 54880;    (715) 394-9747      http://anchorbar.freeservers.com/       Facebook    ;;  http://anchorbar.freeservers.com/ ;
 Northern Waters Smokehaus ; 394 S Lake Ave Duluth, MN 55802;    (218) 724-7307      Sales@NWSmokehaus.com      http://www.northernwatersmokehaus.com/       Facebook    ;;  http://www.northernwatersmokehaus.com/ ;
 At Saras Table Chester Creek Cafe ; 1902 E 8th Street Duluth, MN 55812;    218-724-6811      carla.blumberg@astccc.net      http://www.astccc.net/       Facebook    ;;  http://www.astccc.net/ ;
 Colossal Cafe ; 1340 Grand Ave St. Paul, MN 55105;    (612) 729-2377      http://www.colossalcafe.com/       Facebook      Instagram    ;;  http://www.colossalcafe.com/ ;
 Duluth Grill ; 118 S 27th Ave W Duluth, MN 55806;    (218) 726-1150      duluthgrill@gmail.com      http://www.duluthgrill.com/       Facebook    ;;  http://www.duluthgrill.com/ ;
 Gordy's Hi-Hat ; 415 Sunnyside Drive Cloquet, MN 55720;    (218) 879-6125      http://www.gordys-hihat.com/       Facebook    ;;  http://www.gordys-hihat.com/ ;
 Kramarczuk Sausage Company ; 215 E Hennepin Ave Minneapolis, MN 55413;    (612) 379-3018      info@kramarczuk.com      http://www.kramarczuk.com/       ;;  http://www.kramarczuk.com/ ;
 The Blue Door Pub ; 1811 Selby Ave St. Paul, MN 55104;    (651) 493-1865      contact@thebdp.com      http://www.thebluedoorpubmn.com/       Facebook      Twitter    ;;  http://www.thebluedoorpubmn.com/ ;
 Becky's Diner ; 390 Commercial Street Portland, ME 04101;    (207) 773-7070      http://www.beckysdiner.com/       Facebook    ;;  http://www.beckysdiner.com/ ;
 Bob's Clam Hut ; 315 US Route 1 Kittery, ME 03904;    (207) 439-4233      http://www.bobsclamhut.com/       Facebook    ;;  http://www.bobsclamhut.com/ ;https://www.flavortownusa.com/photos/2022/5/11/55535d08-7333-423f-b882-fa7075c45f2d.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/e8c91611-e90b-4a50-b85d-495a70485ed0.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/cd2d545c-44fc-41a4-8ff9-6cac442a1f7d.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/a81e452c-156c-4932-96cd-e01627ca5edd.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/e265ffa5-08fa-49b2-bd5a-6c9226f2fe94.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/55535d08-7333-423f-b882-fa7075c45f2d.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/e8c91611-e90b-4a50-b85d-495a70485ed0.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/cd2d545c-44fc-41a4-8ff9-6cac442a1f7d.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/a81e452c-156c-4932-96cd-e01627ca5edd.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/e265ffa5-08fa-49b2-bd5a-6c9226f2fe94.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/55535d08-7333-423f-b882-fa7075c45f2d.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/e8c91611-e90b-4a50-b85d-495a70485ed0.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/cd2d545c-44fc-41a4-8ff9-6cac442a1f7d.jpg?width=300
 Maine Diner ; 2265 Post Road Wells, ME 04090;    (207) 646-4441      eat@mainediner.com      http://www.mainediner.com/       Facebook      Twitter    ;;  http://www.mainediner.com/ ;https://www.flavortownusa.com/photos/2013/10/21/33f21d46-a3ab-4525-a1a5-a8bcc32c7ec2.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/21/0077eea2-8704-4e5b-8ee3-f68f6ffb9499.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/6a9ba29d-4a55-412e-bd87-90c2b55a5d18.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/0eeb5398-b696-4b2e-9b85-72010e9172b9.jpg?width=300,https://www.flavortownusa.com/photos/2013/8/25/ac5ffefc-a0fb-4246-b894-e8fa190cef55.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/21/33f21d46-a3ab-4525-a1a5-a8bcc32c7ec2.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/21/0077eea2-8704-4e5b-8ee3-f68f6ffb9499.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/6a9ba29d-4a55-412e-bd87-90c2b55a5d18.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/0eeb5398-b696-4b2e-9b85-72010e9172b9.jpg?width=300,https://www.flavortownusa.com/photos/2013/8/25/ac5ffefc-a0fb-4246-b894-e8fa190cef55.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/21/33f21d46-a3ab-4525-a1a5-a8bcc32c7ec2.jpg?width=300,https://www.flavortownusa.com/photos/2013/10/21/0077eea2-8704-4e5b-8ee3-f68f6ffb9499.jpg?width=300,https://www.flavortownusa.com/photos/2022/5/11/6a9ba29d-4a55-412e-bd87-90c2b55a5d18.jpg?width=300
 Porthole Restaurant ; 20 Custom House Wharf Portland, ME 04101;    (207) 780-6533      http://www.yelp.com/biz/porthole-restaurant-portland       Facebook    ;;  http://www.yelp.com/biz/porthole-restaurant-portland ;
 The Lobster Shanty ; 25 Front Street Salem, MA 01970;    (978) 745-5449      lobstershanty@earthlink.net      http://www.lobstershantysalem.com/       Facebook    ;;  http://www.lobstershantysalem.com/ ;
 Rino's Place ; 258 Saratoga Street Boston, MA 02128;    (617) 567-7412      sadieandnico@comcast.net      http://www.rinosplace.com/       Facebook      Twitter    ;;  http://www.rinosplace.com/ ;
 Greek Corner ; 2366 Massachusetts Ave Cambridge, MA 02140;    (617) 661-5655      george@greekcorner.us      http://www.greekcorner.us/       ;;  http://www.greekcorner.us/ ;
 Tune Inn ; 331 Pennsylvania Ave SE Washington, DC 20003;    (202) 543-2725       ;;  (202) 543-2725 ;https://www.flavortownusa.com/photos/2017/5/8/477a57fb-11f0-4536-a374-24e969f44117.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/927c0d30-b114-42be-9949-91c3979dfbd7.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/699c4eab-dd1c-4bc5-b2c3-926fe2fe5d76.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/d16f064d-01a3-4685-9fb2-df91d146c102.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/477a57fb-11f0-4536-a374-24e969f44117.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/927c0d30-b114-42be-9949-91c3979dfbd7.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/699c4eab-dd1c-4bc5-b2c3-926fe2fe5d76.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/d16f064d-01a3-4685-9fb2-df91d146c102.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/477a57fb-11f0-4536-a374-24e969f44117.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/927c0d30-b114-42be-9949-91c3979dfbd7.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/699c4eab-dd1c-4bc5-b2c3-926fe2fe5d76.jpg?width=300,https://www.flavortownusa.com/photos/2017/5/8/d16f064d-01a3-4685-9fb2-df91d146c102.jpg?width=300
 Tortilla Cafe ; 210 7th Street SE Washington, DC 20003;    (202) 547-5700      tortillacafe.dc@hotmail.com      http://tortillacafe.com/       ;;  http://tortillacafe.com/ ;https://www.flavortownusa.com/photos/2017/4/13/547b60d4-01c6-4c66-99d5-d951b879f703.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/ffa53397-357e-4898-be78-0bc52ccd4c8b.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/c56a207f-389f-4d8a-b3fa-21a115bbd8dc.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/22d9c597-179b-48a5-a895-1c59e40a15e6.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/547b60d4-01c6-4c66-99d5-d951b879f703.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/ffa53397-357e-4898-be78-0bc52ccd4c8b.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/c56a207f-389f-4d8a-b3fa-21a115bbd8dc.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/22d9c597-179b-48a5-a895-1c59e40a15e6.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/547b60d4-01c6-4c66-99d5-d951b879f703.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/ffa53397-357e-4898-be78-0bc52ccd4c8b.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/c56a207f-389f-4d8a-b3fa-21a115bbd8dc.jpg?width=300,https://www.flavortownusa.com/photos/2017/4/13/22d9c597-179b-48a5-a895-1c59e40a15e6.jpg?width=300
 Oohhs and Aahhs Soul Food ; 1005 U Street NW Washington, DC 20001;    (202) 667-7142      http://www.oohhsnaahhs.com/       ;;  http://www.oohhsnaahhs.com/ ;https://www.flavortownusa.com/photos/2016/11/10/81cb7382-fbe6-4fe8-8213-dd6a31577513.jpg?width=300,https://www.flavortownusa.com/photos/2016/11/10/58ddbf0e-407f-4141-abf9-1879a7768d07.jpg?width=300,https://www.flavortownusa.com/photos/2016/11/10/fa87852d-27ea-4314-a4c9-328514bf4b88.jpg?width=300
 Metro 29 Diner CLOSED ; 4711 Lee Hwy Arlington, VA 22207;    (703) 528-2464      http://www.metro29diner.com/       ;;  http://www.metro29diner.com/ ;
 La Caraquena CLOSED ; 300 W Broad Street Falls Church, VA 22046;    (703) 533-0076      info@lacaraquena.com      http://www.lacaraquena.com/       Facebook      Twitter    ;;  http://www.lacaraquena.com/ ;
 Comet Ping Pong ; 5037 Connecticut Ave NW Washington, DC 20008;    (202) 364-0404      cometpingpong@gmail.com      http://www.cometpingpong.com/       Facebook    ;;  http://www.cometpingpong.com/ ;https://www.flavortownusa.com/photos/2018/10/10/c13549b2-15c2-4b0b-8723-484725d12a29.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/540ff6cd-b0a5-4dd6-8829-8837e647624a.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/ca2669a6-2f89-4692-90d2-2b4f6bfba5ba.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/a0b9e8c3-cd84-4558-adb7-1f5070600b5f.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/c13549b2-15c2-4b0b-8723-484725d12a29.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/540ff6cd-b0a5-4dd6-8829-8837e647624a.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/ca2669a6-2f89-4692-90d2-2b4f6bfba5ba.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/a0b9e8c3-cd84-4558-adb7-1f5070600b5f.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/c13549b2-15c2-4b0b-8723-484725d12a29.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/540ff6cd-b0a5-4dd6-8829-8837e647624a.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/ca2669a6-2f89-4692-90d2-2b4f6bfba5ba.jpg?width=300,https://www.flavortownusa.com/photos/2018/10/10/a0b9e8c3-cd84-4558-adb7-1f5070600b5f.jpg?width=300
 Murphy's Bar and Grill ; 2 Merchant St Honolulu, HI 96813;    (808) 531-0422      marion@murphyshawaii.com      http://murphyshawaii.com/       Facebook    ;;  http://murphyshawaii.com/ ;
 Smokin Guns BBQ and Catering ; 1218 Swift Avenue Kansas City, MO 64116;    (816) 221-2535      http://www.smokingunsbbq.com/       Facebook    ;;  http://www.smokingunsbbq.com/ ;
 RJ's Bob-Be-Que ; 5835 Lamar Ave Mission, KS 66202;    (913) 262-7300      rjscatering@rjsbbq.com      http://rjsbbq.com/       Facebook    ;;  http://rjsbbq.com/ ;
